LOCATION,SUBJECT,MEASURE,TIME,Value,Flag Codes,Country_Name
AUS,TOT,PC_GDP,1971,4.54,,Australia
AUS,TOT,PC_GDP,1972,4.539,,Australia
AUS,TOT,PC_GDP,1973,4.504,,Australia
AUS,TOT,PC_GDP,1974,5.104,,Australia
AUS,TOT,PC_GDP,1975,5.75,,Australia
AUS,TOT,PC_GDP,1976,5.767,,Australia
AUS,TOT,PC_GDP,1977,6.066,,Australia
AUS,TOT,PC_GDP,1978,5.928,,Australia
AUS,TOT,PC_GDP,1979,5.818,,Australia
AUS,TOT,PC_GDP,1980,5.82,,Australia
AUS,TOT,PC_GDP,1981,5.829,,Australia
AUS,TOT,PC_GDP,1982,6.095,,Australia
AUS,TOT,PC_GDP,1983,6.041,,Australia
AUS,TOT,PC_GDP,1984,6.012,,Australia
AUS,TOT,PC_GDP,1985,6.064,,Australia
AUS,TOT,PC_GDP,1986,6.263,,Australia
AUS,TOT,PC_GDP,1987,6.101,,Australia
AUS,TOT,PC_GDP,1988,6.057,,Australia
AUS,TOT,PC_GDP,1989,6.109,,Australia
AUS,TOT,PC_GDP,1990,6.468,,Australia
AUS,TOT,PC_GDP,1991,6.764,,Australia
AUS,TOT,PC_GDP,1992,6.828,,Australia
AUS,TOT,PC_GDP,1993,6.844,,Australia
AUS,TOT,PC_GDP,1994,6.876,,Australia
AUS,TOT,PC_GDP,1995,6.921,,Australia
AUS,TOT,PC_GDP,1996,7.062,,Australia
AUS,TOT,PC_GDP,1997,7.079,,Australia
AUS,TOT,PC_GDP,1998,7.235,D,Australia
AUS,TOT,PC_GDP,1999,7.324,D,Australia
AUS,TOT,PC_GDP,2000,7.6,D,Australia
AUS,TOT,PC_GDP,2001,7.683,D,Australia
AUS,TOT,PC_GDP,2002,7.878,D,Australia
AUS,TOT,PC_GDP,2003,7.883,D,Australia
AUS,TOT,PC_GDP,2004,8.09,D,Australia
AUS,TOT,PC_GDP,2005,7.974,D,Australia
AUS,TOT,PC_GDP,2006,7.981,D,Australia
AUS,TOT,PC_GDP,2007,8.059,D,Australia
AUS,TOT,PC_GDP,2008,8.254,D,Australia
AUS,TOT,PC_GDP,2009,8.552,D,Australia
AUS,TOT,PC_GDP,2010,8.423,D,Australia
AUS,TOT,PC_GDP,2011,8.54,D,Australia
AUS,TOT,PC_GDP,2012,8.675,D,Australia
AUS,TOT,PC_GDP,2013,8.751,D,Australia
AUS,TOT,PC_GDP,2014,9.848,B,Australia
AUS,TOT,PC_GDP,2015,10.184,,Australia
AUS,TOT,PC_GDP,2016,10.09,,Australia
AUS,TOT,PC_GDP,2017,10.126,,Australia
AUS,TOT,PC_GDP,2018,10.074,,Australia
AUS,TOT,PC_GDP,2019,10.23,,Australia
AUS,TOT,PC_GDP,2020,10.646,E,Australia
AUS,OOPEXP,USD_CAP,1971,38.037,,Australia
AUS,OOPEXP,USD_CAP,1972,41.059,,Australia
AUS,OOPEXP,USD_CAP,1973,45.526,,Australia
AUS,OOPEXP,USD_CAP,1974,63.488,,Australia
AUS,OOPEXP,USD_CAP,1975,60.056,,Australia
AUS,OOPEXP,USD_CAP,1976,63.87,,Australia
AUS,OOPEXP,USD_CAP,1977,63.62,,Australia
AUS,OOPEXP,USD_CAP,1978,76.512,,Australia
AUS,OOPEXP,USD_CAP,1979,83.377,,Australia
AUS,OOPEXP,USD_CAP,1980,95.436,,Australia
AUS,OOPEXP,USD_CAP,1981,99.493,,Australia
AUS,OOPEXP,USD_CAP,1982,95.801,,Australia
AUS,OOPEXP,USD_CAP,1983,112.773,,Australia
AUS,OOPEXP,USD_CAP,1984,114.322,,Australia
AUS,OOPEXP,USD_CAP,1985,125.549,,Australia
AUS,OOPEXP,USD_CAP,1986,132.71,,Australia
AUS,OOPEXP,USD_CAP,1987,140.903,,Australia
AUS,OOPEXP,USD_CAP,1988,161.603,,Australia
AUS,OOPEXP,USD_CAP,1989,176.651,,Australia
AUS,OOPEXP,USD_CAP,1990,198.114,,Australia
AUS,OOPEXP,USD_CAP,1991,216.524,,Australia
AUS,OOPEXP,USD_CAP,1992,233.179,,Australia
AUS,OOPEXP,USD_CAP,1993,246.823,,Australia
AUS,OOPEXP,USD_CAP,1994,262.683,,Australia
AUS,OOPEXP,USD_CAP,1995,259.674,,Australia
AUS,OOPEXP,USD_CAP,1996,293.742,,Australia
AUS,OOPEXP,USD_CAP,1997,308.759,,Australia
AUS,OOPEXP,USD_CAP,1998,387.295,D,Australia
AUS,OOPEXP,USD_CAP,1999,386.848,D,Australia
AUS,OOPEXP,USD_CAP,2000,452.13,D,Australia
AUS,OOPEXP,USD_CAP,2001,468.195,D,Australia
AUS,OOPEXP,USD_CAP,2002,494.223,D,Australia
AUS,OOPEXP,USD_CAP,2003,493.762,D,Australia
AUS,OOPEXP,USD_CAP,2004,541.61,D,Australia
AUS,OOPEXP,USD_CAP,2005,564.235,D,Australia
AUS,OOPEXP,USD_CAP,2006,591.771,D,Australia
AUS,OOPEXP,USD_CAP,2007,608.051,D,Australia
AUS,OOPEXP,USD_CAP,2008,637.921,D,Australia
AUS,OOPEXP,USD_CAP,2009,651.194,D,Australia
AUS,OOPEXP,USD_CAP,2010,709.67,D,Australia
AUS,OOPEXP,USD_CAP,2011,730.301,D,Australia
AUS,OOPEXP,USD_CAP,2012,768.307,D,Australia
AUS,OOPEXP,USD_CAP,2013,798.231,D,Australia
AUS,OOPEXP,USD_CAP,2014,813.214,,Australia
AUS,OOPEXP,USD_CAP,2015,821.603,,Australia
AUS,OOPEXP,USD_CAP,2016,853.667,,Australia
AUS,OOPEXP,USD_CAP,2017,842.349,,Australia
AUS,OOPEXP,USD_CAP,2018,842.565,,Australia
AUS,OOPEXP,USD_CAP,2019,753.752,,Australia
AUT,TOT,PC_GDP,1970,4.838,,Austria
AUT,TOT,PC_GDP,1971,4.77,,Austria
AUT,TOT,PC_GDP,1972,4.765,,Austria
AUT,TOT,PC_GDP,1973,4.857,,Austria
AUT,TOT,PC_GDP,1974,5.086,,Austria
AUT,TOT,PC_GDP,1975,6.507,,Austria
AUT,TOT,PC_GDP,1976,6.74,,Austria
AUT,TOT,PC_GDP,1977,6.681,,Austria
AUT,TOT,PC_GDP,1978,6.949,,Austria
AUT,TOT,PC_GDP,1979,6.924,,Austria
AUT,TOT,PC_GDP,1980,7.022,,Austria
AUT,TOT,PC_GDP,1981,6.024,,Austria
AUT,TOT,PC_GDP,1982,5.999,,Austria
AUT,TOT,PC_GDP,1983,5.832,,Austria
AUT,TOT,PC_GDP,1984,5.879,,Austria
AUT,TOT,PC_GDP,1985,6.008,,Austria
AUT,TOT,PC_GDP,1986,6.115,,Austria
AUT,TOT,PC_GDP,1987,6.405,,Austria
AUT,TOT,PC_GDP,1988,6.397,,Austria
AUT,TOT,PC_GDP,1989,6.54,,Austria
AUT,TOT,PC_GDP,1990,7.718,B,Austria
AUT,TOT,PC_GDP,1991,7.782,,Austria
AUT,TOT,PC_GDP,1992,8.077,,Austria
AUT,TOT,PC_GDP,1993,8.601,,Austria
AUT,TOT,PC_GDP,1994,8.99,,Austria
AUT,TOT,PC_GDP,1995,8.924,,Austria
AUT,TOT,PC_GDP,1996,8.884,,Austria
AUT,TOT,PC_GDP,1997,8.984,,Austria
AUT,TOT,PC_GDP,1998,9.15,,Austria
AUT,TOT,PC_GDP,1999,9.302,,Austria
AUT,TOT,PC_GDP,2000,9.204,,Austria
AUT,TOT,PC_GDP,2001,9.269,,Austria
AUT,TOT,PC_GDP,2002,9.395,,Austria
AUT,TOT,PC_GDP,2003,9.547,,Austria
AUT,TOT,PC_GDP,2004,9.709,B,Austria
AUT,TOT,PC_GDP,2005,9.627,,Austria
AUT,TOT,PC_GDP,2006,9.531,,Austria
AUT,TOT,PC_GDP,2007,9.532,,Austria
AUT,TOT,PC_GDP,2008,9.726,,Austria
AUT,TOT,PC_GDP,2009,10.226,,Austria
AUT,TOT,PC_GDP,2010,10.221,,Austria
AUT,TOT,PC_GDP,2011,10.026,,Austria
AUT,TOT,PC_GDP,2012,10.199,,Austria
AUT,TOT,PC_GDP,2013,10.286,,Austria
AUT,TOT,PC_GDP,2014,10.368,,Austria
AUT,TOT,PC_GDP,2015,10.368,,Austria
AUT,TOT,PC_GDP,2016,10.352,,Austria
AUT,TOT,PC_GDP,2017,10.384,,Austria
AUT,TOT,PC_GDP,2018,10.345,,Austria
AUT,TOT,PC_GDP,2019,10.475,,Austria
AUT,TOT,PC_GDP,2020,11.474,,Austria
AUT,TOT,PC_GDP,2021,12.154,P,Austria
BEL,TOT,PC_GDP,1970,3.856,D,Belgium
BEL,TOT,PC_GDP,1971,3.943,D,Belgium
BEL,TOT,PC_GDP,1972,4.098,D,Belgium
BEL,TOT,PC_GDP,1973,4.378,D,Belgium
BEL,TOT,PC_GDP,1974,4.443,D,Belgium
BEL,TOT,PC_GDP,1975,5.547,D,Belgium
BEL,TOT,PC_GDP,1976,5.755,D,Belgium
BEL,TOT,PC_GDP,1977,6.226,D,Belgium
BEL,TOT,PC_GDP,1978,6.416,D,Belgium
BEL,TOT,PC_GDP,1979,6.398,D,Belgium
BEL,TOT,PC_GDP,1980,6.181,D,Belgium
BEL,TOT,PC_GDP,1981,6.596,D,Belgium
BEL,TOT,PC_GDP,1982,6.824,D,Belgium
BEL,TOT,PC_GDP,1983,6.991,D,Belgium
BEL,TOT,PC_GDP,1984,6.833,D,Belgium
BEL,TOT,PC_GDP,1985,6.883,D,Belgium
BEL,TOT,PC_GDP,1986,7.054,D,Belgium
BEL,TOT,PC_GDP,1987,7.162,D,Belgium
BEL,TOT,PC_GDP,1988,7.161,D,Belgium
BEL,TOT,PC_GDP,1989,7.104,D,Belgium
BEL,TOT,PC_GDP,1990,7.147,D,Belgium
BEL,TOT,PC_GDP,1991,7.459,D,Belgium
BEL,TOT,PC_GDP,1992,7.639,D,Belgium
BEL,TOT,PC_GDP,1993,7.763,D,Belgium
BEL,TOT,PC_GDP,1994,7.56,D,Belgium
BEL,TOT,PC_GDP,1995,7.519,B,Belgium
BEL,TOT,PC_GDP,1996,7.814,,Belgium
BEL,TOT,PC_GDP,1997,7.675,,Belgium
BEL,TOT,PC_GDP,1998,7.797,,Belgium
BEL,TOT,PC_GDP,1999,7.963,,Belgium
BEL,TOT,PC_GDP,2000,7.999,,Belgium
BEL,TOT,PC_GDP,2001,8.15,,Belgium
BEL,TOT,PC_GDP,2002,8.318,,Belgium
BEL,TOT,PC_GDP,2003,9.164,B,Belgium
BEL,TOT,PC_GDP,2004,9.328,,Belgium
BEL,TOT,PC_GDP,2005,9.224,,Belgium
BEL,TOT,PC_GDP,2006,9.13,,Belgium
BEL,TOT,PC_GDP,2007,9.136,,Belgium
BEL,TOT,PC_GDP,2008,9.595,,Belgium
BEL,TOT,PC_GDP,2009,10.321,,Belgium
BEL,TOT,PC_GDP,2010,10.202,,Belgium
BEL,TOT,PC_GDP,2011,10.363,,Belgium
BEL,TOT,PC_GDP,2012,10.48,,Belgium
BEL,TOT,PC_GDP,2013,10.549,,Belgium
BEL,TOT,PC_GDP,2014,10.575,,Belgium
BEL,TOT,PC_GDP,2015,10.774,,Belgium
BEL,TOT,PC_GDP,2016,10.763,,Belgium
BEL,TOT,PC_GDP,2017,10.752,,Belgium
BEL,TOT,PC_GDP,2018,10.788,,Belgium
BEL,TOT,PC_GDP,2019,10.664,,Belgium
BEL,TOT,PC_GDP,2020,11.065,,Belgium
BEL,OOPEXP,USD_CAP,2003,602.152,B,Belgium
BEL,OOPEXP,USD_CAP,2004,615.343,,Belgium
BEL,OOPEXP,USD_CAP,2005,620.972,,Belgium
BEL,OOPEXP,USD_CAP,2006,645.571,,Belgium
BEL,OOPEXP,USD_CAP,2007,680.074,,Belgium
BEL,OOPEXP,USD_CAP,2008,705.543,,Belgium
BEL,OOPEXP,USD_CAP,2009,729.973,,Belgium
BEL,OOPEXP,USD_CAP,2010,770.778,,Belgium
BEL,OOPEXP,USD_CAP,2011,794.455,,Belgium
BEL,OOPEXP,USD_CAP,2012,816.243,,Belgium
BEL,OOPEXP,USD_CAP,2013,865.32,,Belgium
BEL,OOPEXP,USD_CAP,2014,882.963,,Belgium
BEL,OOPEXP,USD_CAP,2015,899.418,,Belgium
BEL,OOPEXP,USD_CAP,2016,904.442,,Belgium
BEL,OOPEXP,USD_CAP,2017,916.955,,Belgium
BEL,OOPEXP,USD_CAP,2018,946.897,,Belgium
BEL,OOPEXP,USD_CAP,2019,1015.72,,Belgium
BEL,OOPEXP,USD_CAP,2020,867.304,,Belgium
CAN,TOT,PC_GDP,1970,6.353,,Canada
CAN,TOT,PC_GDP,1971,6.611,,Canada
CAN,TOT,PC_GDP,1972,6.528,,Canada
CAN,TOT,PC_GDP,1973,6.207,,Canada
CAN,TOT,PC_GDP,1974,6.091,,Canada
CAN,TOT,PC_GDP,1975,6.538,B,Canada
CAN,TOT,PC_GDP,1976,6.574,,Canada
CAN,TOT,PC_GDP,1977,6.553,,Canada
CAN,TOT,PC_GDP,1978,6.526,,Canada
CAN,TOT,PC_GDP,1979,6.414,,Canada
CAN,TOT,PC_GDP,1980,6.588,,Canada
CAN,TOT,PC_GDP,1981,6.789,,Canada
CAN,TOT,PC_GDP,1982,7.522,,Canada
CAN,TOT,PC_GDP,1983,7.694,,Canada
CAN,TOT,PC_GDP,1984,7.58,,Canada
CAN,TOT,PC_GDP,1985,7.588,,Canada
CAN,TOT,PC_GDP,1986,7.83,,Canada
CAN,TOT,PC_GDP,1987,7.771,,Canada
CAN,TOT,PC_GDP,1988,7.769,,Canada
CAN,TOT,PC_GDP,1989,7.976,,Canada
CAN,TOT,PC_GDP,1990,8.394,,Canada
CAN,TOT,PC_GDP,1991,9.081,,Canada
CAN,TOT,PC_GDP,1992,9.332,,Canada
CAN,TOT,PC_GDP,1993,9.216,,Canada
CAN,TOT,PC_GDP,1994,8.862,,Canada
CAN,TOT,PC_GDP,1995,8.559,,Canada
CAN,TOT,PC_GDP,1996,8.363,,Canada
CAN,TOT,PC_GDP,1997,8.318,,Canada
CAN,TOT,PC_GDP,1998,8.547,,Canada
CAN,TOT,PC_GDP,1999,8.329,,Canada
CAN,TOT,PC_GDP,2000,8.248,,Canada
CAN,TOT,PC_GDP,2001,8.625,,Canada
CAN,TOT,PC_GDP,2002,8.857,,Canada
CAN,TOT,PC_GDP,2003,9.011,,Canada
CAN,TOT,PC_GDP,2004,9.066,,Canada
CAN,TOT,PC_GDP,2005,9.035,,Canada
CAN,TOT,PC_GDP,2006,9.342,,Canada
CAN,TOT,PC_GDP,2007,9.445,,Canada
CAN,TOT,PC_GDP,2008,9.608,,Canada
CAN,TOT,PC_GDP,2009,10.719,,Canada
CAN,TOT,PC_GDP,2010,10.702,,Canada
CAN,TOT,PC_GDP,2011,10.408,,Canada
CAN,TOT,PC_GDP,2012,10.515,,Canada
CAN,TOT,PC_GDP,2013,10.415,,Canada
CAN,TOT,PC_GDP,2014,10.258,,Canada
CAN,TOT,PC_GDP,2015,10.744,,Canada
CAN,TOT,PC_GDP,2016,11.033,,Canada
CAN,TOT,PC_GDP,2017,10.862,,Canada
CAN,TOT,PC_GDP,2018,10.846,,Canada
CAN,TOT,PC_GDP,2019,10.95,,Canada
CAN,TOT,PC_GDP,2020,12.94,,Canada
CAN,TOT,PC_GDP,2021,11.665,,Canada
CAN,OOPEXP,USD_CAP,1988,224.032,,Canada
CAN,OOPEXP,USD_CAP,1989,238.132,,Canada
CAN,OOPEXP,USD_CAP,1990,254.352,,Canada
CAN,OOPEXP,USD_CAP,1991,265.366,,Canada
CAN,OOPEXP,USD_CAP,1992,278.681,,Canada
CAN,OOPEXP,USD_CAP,1993,296.553,,Canada
CAN,OOPEXP,USD_CAP,1994,314.415,,Canada
CAN,OOPEXP,USD_CAP,1995,327.491,,Canada
CAN,OOPEXP,USD_CAP,1996,334.956,,Canada
CAN,OOPEXP,USD_CAP,1997,363.402,,Canada
CAN,OOPEXP,USD_CAP,1998,368.524,,Canada
CAN,OOPEXP,USD_CAP,1999,388.847,,Canada
CAN,OOPEXP,USD_CAP,2000,406.926,,Canada
CAN,OOPEXP,USD_CAP,2001,417.945,,Canada
CAN,OOPEXP,USD_CAP,2002,438.762,,Canada
CAN,OOPEXP,USD_CAP,2003,444.46,,Canada
CAN,OOPEXP,USD_CAP,2004,477.348,,Canada
CAN,OOPEXP,USD_CAP,2005,505.911,,Canada
CAN,OOPEXP,USD_CAP,2006,553.382,,Canada
CAN,OOPEXP,USD_CAP,2007,578.495,,Canada
CAN,OOPEXP,USD_CAP,2008,596.074,,Canada
CAN,OOPEXP,USD_CAP,2009,597.857,,Canada
CAN,OOPEXP,USD_CAP,2010,643.284,,Canada
CAN,OOPEXP,USD_CAP,2011,636.69,,Canada
CAN,OOPEXP,USD_CAP,2012,644.328,,Canada
CAN,OOPEXP,USD_CAP,2013,641.399,,Canada
CAN,OOPEXP,USD_CAP,2014,661.631,B,Canada
CAN,OOPEXP,USD_CAP,2015,676.586,,Canada
CAN,OOPEXP,USD_CAP,2016,779.647,,Canada
CAN,OOPEXP,USD_CAP,2017,791.44,,Canada
CAN,OOPEXP,USD_CAP,2018,807.08,,Canada
CAN,OOPEXP,USD_CAP,2019,780.277,,Canada
CAN,OOPEXP,USD_CAP,2020,724.5,P,Canada
CAN,OOPEXP,USD_CAP,2021,744.146,P,Canada
CZE,TOT,PC_GDP,1990,3.713,,Czechia
CZE,TOT,PC_GDP,1991,3.848,,Czechia
CZE,TOT,PC_GDP,1992,3.971,,Czechia
CZE,TOT,PC_GDP,1993,5.318,,Czechia
CZE,TOT,PC_GDP,1994,5.479,,Czechia
CZE,TOT,PC_GDP,1995,5.701,B,Czechia
CZE,TOT,PC_GDP,1996,5.586,,Czechia
CZE,TOT,PC_GDP,1997,5.596,,Czechia
CZE,TOT,PC_GDP,1998,5.593,,Czechia
CZE,TOT,PC_GDP,1999,5.769,,Czechia
CZE,TOT,PC_GDP,2000,5.701,B,Czechia
CZE,TOT,PC_GDP,2001,5.863,,Czechia
CZE,TOT,PC_GDP,2002,6.177,,Czechia
CZE,TOT,PC_GDP,2003,6.524,B,Czechia
CZE,TOT,PC_GDP,2004,6.351,,Czechia
CZE,TOT,PC_GDP,2005,6.341,,Czechia
CZE,TOT,PC_GDP,2006,6.164,,Czechia
CZE,TOT,PC_GDP,2007,5.986,,Czechia
CZE,TOT,PC_GDP,2008,6.33,,Czechia
CZE,TOT,PC_GDP,2009,7.249,,Czechia
CZE,TOT,PC_GDP,2010,6.875,,Czechia
CZE,TOT,PC_GDP,2011,6.928,,Czechia
CZE,TOT,PC_GDP,2012,6.979,,Czechia
CZE,TOT,PC_GDP,2013,7.722,B,Czechia
CZE,TOT,PC_GDP,2014,7.597,,Czechia
CZE,TOT,PC_GDP,2015,7.196,,Czechia
CZE,TOT,PC_GDP,2016,7.107,,Czechia
CZE,TOT,PC_GDP,2017,7.381,B,Czechia
CZE,TOT,PC_GDP,2018,7.472,,Czechia
CZE,TOT,PC_GDP,2019,7.605,,Czechia
CZE,TOT,PC_GDP,2020,9.24,,Czechia
CZE,OOPEXP,USD_CAP,1990,14.43,,Czechia
CZE,OOPEXP,USD_CAP,1991,16.546,,Czechia
CZE,OOPEXP,USD_CAP,1992,24.314,,Czechia
CZE,OOPEXP,USD_CAP,1993,39.174,,Czechia
CZE,OOPEXP,USD_CAP,1994,50.844,,Czechia
CZE,OOPEXP,USD_CAP,1995,83.07,B,Czechia
CZE,OOPEXP,USD_CAP,1996,88.583,,Czechia
CZE,OOPEXP,USD_CAP,1997,92.387,,Czechia
CZE,OOPEXP,USD_CAP,1998,93.314,,Czechia
CZE,OOPEXP,USD_CAP,1999,95.105,,Czechia
CZE,OOPEXP,USD_CAP,2000,104.629,B,Czechia
CZE,OOPEXP,USD_CAP,2001,123.488,,Czechia
CZE,OOPEXP,USD_CAP,2002,126.79,,Czechia
CZE,OOPEXP,USD_CAP,2003,144.501,,Czechia
CZE,OOPEXP,USD_CAP,2004,156.728,,Czechia
CZE,OOPEXP,USD_CAP,2005,168.988,,Czechia
CZE,OOPEXP,USD_CAP,2006,181.7,,Czechia
CZE,OOPEXP,USD_CAP,2007,226.342,,Czechia
CZE,OOPEXP,USD_CAP,2008,294.094,,Czechia
CZE,OOPEXP,USD_CAP,2009,308.352,,Czechia
CZE,OOPEXP,USD_CAP,2010,305.316,,Czechia
CZE,OOPEXP,USD_CAP,2011,306.723,,Czechia
CZE,OOPEXP,USD_CAP,2012,319.666,,Czechia
CZE,OOPEXP,USD_CAP,2013,332.654,B,Czechia
CZE,OOPEXP,USD_CAP,2014,361.148,,Czechia
CZE,OOPEXP,USD_CAP,2015,377.363,,Czechia
CZE,OOPEXP,USD_CAP,2016,401.281,,Czechia
CZE,OOPEXP,USD_CAP,2017,431.958,,Czechia
CZE,OOPEXP,USD_CAP,2018,443.834,,Czechia
CZE,OOPEXP,USD_CAP,2019,461.137,,Czechia
CZE,OOPEXP,USD_CAP,2020,438.546,,Czechia
DNK,TOT,PC_GDP,1971,7.677,D,Denmark
DNK,TOT,PC_GDP,1972,7.768,D,Denmark
DNK,TOT,PC_GDP,1973,7.585,D,Denmark
DNK,TOT,PC_GDP,1974,8.291,D,Denmark
DNK,TOT,PC_GDP,1975,8.536,D,Denmark
DNK,TOT,PC_GDP,1976,8.441,D,Denmark
DNK,TOT,PC_GDP,1977,8.259,D,Denmark
DNK,TOT,PC_GDP,1978,8.377,D,Denmark
DNK,TOT,PC_GDP,1979,8.474,D,Denmark
DNK,TOT,PC_GDP,1980,8.416,,Denmark
DNK,TOT,PC_GDP,1981,8.575,,Denmark
DNK,TOT,PC_GDP,1982,8.624,,Denmark
DNK,TOT,PC_GDP,1983,8.418,,Denmark
DNK,TOT,PC_GDP,1984,7.97,,Denmark
DNK,TOT,PC_GDP,1985,7.947,,Denmark
DNK,TOT,PC_GDP,1986,7.734,,Denmark
DNK,TOT,PC_GDP,1987,8.054,,Denmark
DNK,TOT,PC_GDP,1988,8.191,,Denmark
DNK,TOT,PC_GDP,1989,8.061,,Denmark
DNK,TOT,PC_GDP,1990,8.038,,Denmark
DNK,TOT,PC_GDP,1991,7.94,,Denmark
DNK,TOT,PC_GDP,1992,7.956,,Denmark
DNK,TOT,PC_GDP,1993,8.289,,Denmark
DNK,TOT,PC_GDP,1994,8.077,,Denmark
DNK,TOT,PC_GDP,1995,7.771,,Denmark
DNK,TOT,PC_GDP,1996,7.839,,Denmark
DNK,TOT,PC_GDP,1997,7.75,,Denmark
DNK,TOT,PC_GDP,1998,7.552,,Denmark
DNK,TOT,PC_GDP,1999,8.342,,Denmark
DNK,TOT,PC_GDP,2000,8.104,,Denmark
DNK,TOT,PC_GDP,2001,8.448,,Denmark
DNK,TOT,PC_GDP,2002,8.703,,Denmark
DNK,TOT,PC_GDP,2003,8.904,B,Denmark
DNK,TOT,PC_GDP,2004,9.007,,Denmark
DNK,TOT,PC_GDP,2005,9.091,,Denmark
DNK,TOT,PC_GDP,2006,9.169,,Denmark
DNK,TOT,PC_GDP,2007,9.325,,Denmark
DNK,TOT,PC_GDP,2008,9.511,,Denmark
DNK,TOT,PC_GDP,2009,10.674,,Denmark
DNK,TOT,PC_GDP,2010,10.608,B,Denmark
DNK,TOT,PC_GDP,2011,10.407,,Denmark
DNK,TOT,PC_GDP,2012,10.522,,Denmark
DNK,TOT,PC_GDP,2013,10.329,,Denmark
DNK,TOT,PC_GDP,2014,10.309,,Denmark
DNK,TOT,PC_GDP,2015,10.344,,Denmark
DNK,TOT,PC_GDP,2016,10.252,,Denmark
DNK,TOT,PC_GDP,2017,10.098,,Denmark
DNK,TOT,PC_GDP,2018,10.098,,Denmark
DNK,TOT,PC_GDP,2019,10.121,,Denmark
DNK,TOT,PC_GDP,2020,10.528,,Denmark
DNK,TOT,PC_GDP,2021,10.846,P,Denmark
DNK,OOPEXP,USD_CAP,1970,47.425,,Denmark
DNK,OOPEXP,USD_CAP,1971,52.219,,Denmark
DNK,OOPEXP,USD_CAP,1972,55.724,,Denmark
DNK,OOPEXP,USD_CAP,1973,60.372,,Denmark
DNK,OOPEXP,USD_CAP,1974,64.583,,Denmark
DNK,OOPEXP,USD_CAP,1975,69.791,,Denmark
DNK,OOPEXP,USD_CAP,1976,67.863,,Denmark
DNK,OOPEXP,USD_CAP,1977,75.305,,Denmark
DNK,OOPEXP,USD_CAP,1978,81.705,,Denmark
DNK,OOPEXP,USD_CAP,1979,83.965,,Denmark
DNK,OOPEXP,USD_CAP,1980,94.571,,Denmark
DNK,OOPEXP,USD_CAP,1981,104.507,,Denmark
DNK,OOPEXP,USD_CAP,1982,115.866,,Denmark
DNK,OOPEXP,USD_CAP,1983,130.099,,Denmark
DNK,OOPEXP,USD_CAP,1984,140.597,,Denmark
DNK,OOPEXP,USD_CAP,1985,157.044,,Denmark
DNK,OOPEXP,USD_CAP,1986,177.383,,Denmark
DNK,OOPEXP,USD_CAP,1987,189.606,,Denmark
DNK,OOPEXP,USD_CAP,1988,190.697,,Denmark
DNK,OOPEXP,USD_CAP,1989,201.206,,Denmark
DNK,OOPEXP,USD_CAP,1990,235.131,,Denmark
DNK,OOPEXP,USD_CAP,1991,230.824,,Denmark
DNK,OOPEXP,USD_CAP,1992,247.448,,Denmark
DNK,OOPEXP,USD_CAP,1993,274.301,,Denmark
DNK,OOPEXP,USD_CAP,1994,293.196,,Denmark
DNK,OOPEXP,USD_CAP,1995,287.488,,Denmark
DNK,OOPEXP,USD_CAP,1996,303.173,,Denmark
DNK,OOPEXP,USD_CAP,1997,319.064,,Denmark
DNK,OOPEXP,USD_CAP,1998,331.683,,Denmark
DNK,OOPEXP,USD_CAP,1999,334.066,,Denmark
DNK,OOPEXP,USD_CAP,2000,360.218,,Denmark
DNK,OOPEXP,USD_CAP,2001,373.714,,Denmark
DNK,OOPEXP,USD_CAP,2002,399.385,,Denmark
DNK,OOPEXP,USD_CAP,2003,396.408,B,Denmark
DNK,OOPEXP,USD_CAP,2004,434.333,,Denmark
DNK,OOPEXP,USD_CAP,2005,443.48,,Denmark
DNK,OOPEXP,USD_CAP,2006,477.806,,Denmark
DNK,OOPEXP,USD_CAP,2007,518.85,,Denmark
DNK,OOPEXP,USD_CAP,2008,533.329,,Denmark
DNK,OOPEXP,USD_CAP,2009,549.595,,Denmark
DNK,OOPEXP,USD_CAP,2010,585.648,B,Denmark
DNK,OOPEXP,USD_CAP,2011,594.013,,Denmark
DNK,OOPEXP,USD_CAP,2012,599.102,,Denmark
DNK,OOPEXP,USD_CAP,2013,604.065,,Denmark
DNK,OOPEXP,USD_CAP,2014,613.267,,Denmark
DNK,OOPEXP,USD_CAP,2015,636.155,,Denmark
DNK,OOPEXP,USD_CAP,2016,662.677,,Denmark
DNK,OOPEXP,USD_CAP,2017,700.148,,Denmark
DNK,OOPEXP,USD_CAP,2018,733.603,,Denmark
DNK,OOPEXP,USD_CAP,2019,739.351,,Denmark
DNK,OOPEXP,USD_CAP,2020,730.47,,Denmark
DNK,OOPEXP,USD_CAP,2021,790.412,P,Denmark
FIN,TOT,PC_GDP,1970,4.989,,Finland
FIN,TOT,PC_GDP,1971,5.29,,Finland
FIN,TOT,PC_GDP,1972,5.385,,Finland
FIN,TOT,PC_GDP,1973,5.234,,Finland
FIN,TOT,PC_GDP,1974,5.172,,Finland
FIN,TOT,PC_GDP,1975,5.654,,Finland
FIN,TOT,PC_GDP,1976,5.993,,Finland
FIN,TOT,PC_GDP,1977,6.196,,Finland
FIN,TOT,PC_GDP,1978,6.136,,Finland
FIN,TOT,PC_GDP,1979,5.989,,Finland
FIN,TOT,PC_GDP,1980,5.916,,Finland
FIN,TOT,PC_GDP,1981,6.04,,Finland
FIN,TOT,PC_GDP,1982,6.133,,Finland
